text_a,text_b,labels
"This place is really trendi but they have forgotten about the most important part of a restaurant , the food .",part,0
"This place is really trendi but they have forgotten about the most important part of a restaurant , the food .",restaurant,0
"This place is really trendi but they have forgotten about the most important part of a restaurant , the food .",place,1
"This place is really trendi but they have forgotten about the most important part of a restaurant , the food .",food,1
"The last two times I ordered from here my food was soo spicy that I could barely eat it , and the spice took away from the flavor of the dish .",food,1
"The last two times I ordered from here my food was soo spicy that I could barely eat it , and the spice took away from the flavor of the dish .",times,0
"The last two times I ordered from here my food was soo spicy that I could barely eat it , and the spice took away from the flavor of the dish .",dish,0
"The last two times I ordered from here my food was soo spicy that I could barely eat it , and the spice took away from the flavor of the dish .",flavor,0
"The last two times I ordered from here my food was soo spicy that I could barely eat it , and the spice took away from the flavor of the dish .",spice,1
And the Tom Kha soup was pathetic .,soup,1
And the Tom Kha soup was pathetic .,Kha,1
And the Tom Kha soup was pathetic .,Tom,1
If you want good authentic Thai this place is not the place to go .,place,0
If you want good authentic Thai this place is not the place to go .,Thai,1
If you want good authentic Thai this place is not the place to go .,authentic,0
"We went here for lunch a couple of weeks ago on a Saturday , and I was thoroughly impressed with the food .",lunch,0
"We went here for lunch a couple of weeks ago on a Saturday , and I was thoroughly impressed with the food .",food,1
"We went here for lunch a couple of weeks ago on a Saturday , and I was thoroughly impressed with the food .",Saturday,0
"We went here for lunch a couple of weeks ago on a Saturday , and I was thoroughly impressed with the food .",couple,0
"We went here for lunch a couple of weeks ago on a Saturday , and I was thoroughly impressed with the food .",weeks,0
"The pesto pizza was excellent , thin - crust pizza with a nice amount of spicy Italian cheese that I ' d never heard of before .",d,0
"The pesto pizza was excellent , thin - crust pizza with a nice amount of spicy Italian cheese that I ' d never heard of before .",cheese,1
"The pesto pizza was excellent , thin - crust pizza with a nice amount of spicy Italian cheese that I ' d never heard of before .",pesto,1
"The pesto pizza was excellent , thin - crust pizza with a nice amount of spicy Italian cheese that I ' d never heard of before .",crust,0
"The pesto pizza was excellent , thin - crust pizza with a nice amount of spicy Italian cheese that I ' d never heard of before .",pizza,1
"The pesto pizza was excellent , thin - crust pizza with a nice amount of spicy Italian cheese that I ' d never heard of before .",amount,0
"Conveniently located too , being right on Bedford ave .",ave,0
"Conveniently located too , being right on Bedford ave .",Bedford,0
"THe back garden sitting area is very pleasant , where you can see their personal herb garden .",herb,0
"THe back garden sitting area is very pleasant , where you can see their personal herb garden .",garden,1
"THe back garden sitting area is very pleasant , where you can see their personal herb garden .",area,1
"THe back garden sitting area is very pleasant , where you can see their personal herb garden .",sitting,1
We had the lobster sandwich and it was FANTASTIC .,sandwich,1
We had the lobster sandwich and it was FANTASTIC .,FANTASTIC,0
We had the lobster sandwich and it was FANTASTIC .,lobster,1
"My husband said he could ' ve eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .",husband,0
"My husband said he could ' ve eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .",fries,1
"My husband said he could ' ve eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .",portion,1
We had the scallops as an appetizer and they were delicious and the sauce was wonderful .,sauce,1
We had the scallops as an appetizer and they were delicious and the sauce was wonderful .,scallops,1
We had the scallops as an appetizer and they were delicious and the sauce was wonderful .,appetizer,0
We waited at the bar and had martinis that were just right .,bar,0
We waited at the bar and had martinis that were just right .,martinis,1
love the food .,food,1
it ' s the only place you can get yummy authentic japanese comfort food .,place,0
it ' s the only place you can get yummy authentic japanese comfort food .,food,1
it ' s the only place you can get yummy authentic japanese comfort food .,comfort,1
and you can ' t beat the prices .,prices,0
I ' ve lived in NY for 5 years and this place has it all .,place,1
I ' ve lived in NY for 5 years and this place has it all .,ve,0
I ' ve lived in NY for 5 years and this place has it all .,years,0
I ' ve lived in NY for 5 years and this place has it all .,NY,0
"Great food , good size menu , great service and an unpretensious setting .",menu,1
"Great food , good size menu , great service and an unpretensious setting .",food,1
"Great food , good size menu , great service and an unpretensious setting .",size,0
"Great food , good size menu , great service and an unpretensious setting .",service,1
"Great food , good size menu , great service and an unpretensious setting .",setting,1
"The dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest I ' ve ever had ) .",cream,1
"The dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest I ' ve ever had ) .",sardines,1
